ticker,r-squared
MMM,0.9222888396818052
AOS,0.04562223016201703
ABT,0.005039211795421004
ABBV,0.7963261102148214
ABMD,0.46415940079079954
ACN,0.0005826432728370472
ATVI,0.14160235850433778
ADM,0.835623143894018
ADBE,0.6967009760157863
AAP,0.028203327390515683
AMD,0.01919393984085907
AES,0.5112938630152585
AFL,0.5944495352792244
A,0.6119082407359908
APD,0.4390261675382745
AKAM,0.09195194039461141
ALK,0.5284060585446615
ALB,0.025286829616807574
ARE,0.08555712417613975
ALGN,0.7293677632569897
ALLE,0.9140683505368612
LNT,0.19024394594026617
ALL,0.0031492124600753847
GOOGL,0.05567098175333445
GOOG,0.12228233404912625
MO,0.5194314019607741
AMZN,0.6230684887022789
AMCR,0.009450908617751583
AEE,0.6053575714546529
AAL,0.7325899160310275
AEP,0.5627575366982649
AXP,0.17502041749885197
AIG,0.7487160401585856
AMT,0.6585669005437798
AWK,0.28180387011676716
AMP,0.2927500763255571
ABC,0.8596014378523068
AME,0.13458052422189035
AMGN,0.04326960513699338
APH,0.018974572795125214
ADI,0.20498436104148393
ANSS,0.4241597298461457
ANTM,0.9185603890012967
AON,0.3967904707333413
APA,0.9107542765732265
AAPL,0.46598192900107105
AMAT,0.18422687678511812
APTV,0.5925871902235058
ANET,0.503053369297766
AJG,0.6568916991600856
AIZ,0.42552850690862226
T,0.8789319164672845
ATO,0.6072538099916234
ADSK,0.8152807664670227
ADP,0.19833138688870122
AZO,0.8250699437884879
AVB,0.20036485824969694
AVY,0.6496467385796657
BKR,0.783934551822027
BLL,0.16799586848112602
BAC,0.0011217944811698472
BBWI,0.5523571808178078
BAX,0.019728182270138526
BDX,0.44163156421493327
BRK.B,0.7496548895393702
BBY,0.5947114877215788
BIO,0.5260543026178742
TECH,0.5184621075318862
BIIB,0.9284457734758026
BLK,0.6325535857842661
BK,0.03157303492773717
BA,0.7634584710315088
BKNG,0.009129795847310402
BWA,0.6512735676140513
BXP,0.218281669282732
BSX,0.13956178359550386
BMY,0.2452486330782926
AVGO,0.7127834985006157
BR,0.4798745834931317
BRO,0.5343232812087082
BF.B,0.6133162229969791
CHRW,0.571096532561563
CDNS,0.015219359066422185
CZR,0.6429265680915747
CPB,0.18709889631060175
COF,0.7343248899397623
CAH,0.04862308134895839
KMX,0.5657418111585508
CCL,0.7607058438454699
CARR,0.48972587372749793
CTLT,0.40908057129163977
CAT,0.018794177732617615
CBOE,0.20608700453622475
CBRE,0.024665145313655108
CDW,0.13944027547007312
CE,0.1252354803147279
CNC,0.6694756203310192
CNP,0.8358674510901406
CDAY,0.5745765346948087
CERN,0.6472629100534085
CF,0.8864028836624277
CRL,0.7366679255541727
SCHW,0.13101968427259125
CHTR,0.8532307036927779
CVX,0.8581735785983599
CMG,0.4081151234460424
CB,0.9340868972519737
CHD,0.7009384372809817
CI,0.38284974806155775
CINF,0.4065211478675562
CTAS,0.0102499311653278
CSCO,0.09124319576893868
C,0.7723689104298952
CFG,0.0006139317243141982
CTXS,0.18516991382275053
CLX,0.6119545606248975
CME,0.30166476549047627
CMS,0.6359115683155919
KO,0.7897046374121344
CTSH,0.5437432753607928
CL,0.056320465527842214
CMCSA,0.9144597273916749
CMA,0.49012588677857416
CAG,0.00019689447250663736
COP,0.9250591241686666
ED,0.8791970573026162
STZ,0.3751697140666841
CPRT,0.48760590309668955
GLW,0.39347344442744403
CTVA,0.8204891654199615
COST,0.670430597103987
CTRA,0.7659562732733797
CCI,0.24091620186356688
CSX,0.3434774230011046
CMI,0.8297978610437778
CVS,0.7708566777808176
DHI,0.3382679050641563
DHR,0.2055021952626975
DRI,0.510741278456519
DVA,0.40796189090194945
DE,0.43078723398399327
DAL,0.22873260904620885
XRAY,0.8786945068423372
DVN,0.9683750018348319
DXCM,0.14639035977318643
FANG,0.8580008667444704
DLR,0.3345628791961617
DFS,0.562263834300512
DISCA,0.18031479203308545
DISCK,0.028165411365850036
DISH,0.8072433575273974
DG,0.0022357676679186774
DLTR,0.8702508223472397
D,0.6518359593052011
DPZ,0.5410088887099691
DOV,0.15321364933627193
DOW,0.07073961094405033
DTE,0.5675620125723756
DUK,0.34765555134253767
DRE,0.3313945192955564
DD,0.09211790349019565
DXC,0.7474673053110673
EMN,0.011177200867100622
ETN,0.11915878484319205
EBAY,0.7005514446263913
ECL,0.5559023454264507
EIX,0.7509189879576421
EW,0.0021788797368033673
EA,0.9075291717169551
LLY,0.5875687948232418
EMR,0.4733567460064419
ENPH,0.010145545818310253
ETR,0.5364266868826695
EOG,0.8556548993133368
EFX,0.32638055713243236
EQIX,0.7318956891647439
EQR,0.12492248123695042
ESS,0.05194310973329727
EL,0.4170744192925535
ETSY,0.4388270143071246
RE,0.7670729713033221
EVRG,0.19666872494255555
ES,0.16196416025209967
EXC,7.582516502129956e-05
EXPE,0.12015943886031316
EXPD,0.6155509106319924
EXR,0.41331572709551256
XOM,0.8193380764693919
FFIV,0.005085285202635418
FB,0.7982745786641263
FAST,0.05829365597068565
FRT,0.005670976133489824
FDX,0.7872644755574055
FIS,0.8877271945085533
FITB,0.14034337495780985
FRC,0.48800042749820266
FE,0.7369071086606578
FISV,0.699669943909897
FLT,0.32345523643769447
FMC,0.5329078191746711
F,0.08881383809277901
FTNT,0.19610646500885565
FTV,0.5119695821762111
FBHS,0.5226447422196557
FOXA,0.02803575900896847
FOX,0.001987293246897107
BEN,0.3371915170574937
FCX,0.5171701524291631
GPS,0.9634641008058873
GRMN,0.7805798751566309
IT,0.0046883370772651005
GNRC,0.7560076503588438
GD,0.8235074442853723
GE,0.714341906648615
GIS,0.8452737936980066
GM,0.4896283891798304
GPC,0.18510565315553598
GILD,0.507003182658014
GPN,0.7321152165994751
GL,0.33070347772669956
GS,0.5512442897213569
HAL,0.8057415400361612
HBI,0.8761582052044864
HAS,0.31781226925501854
HCA,0.02418770055751255
PEAK,0.3686160415295844
HSIC,0.5439854396411198
HES,0.6504656712056116
HPE,0.5491107719644089
HLT,0.6849238932673148
HOLX,0.08990159432579119
HD,0.009104512585468884
HON,0.8123870353470186
HRL,0.4072520947250062
HST,0.7173540709333922
HWM,0.25011578352390196
HPQ,0.7761748267560675
HUM,0.0066921492938857826
HBAN,0.012844546204236409
HII,0.0015637463277465564
IBM,0.3573998919812822
IEX,0.5107744624131131
IDXX,0.7865367232735562
INFO,0.6675058557951947
ITW,0.21095064662483462
ILMN,0.9106817973756169
INCY,0.0228385654570948
IR,0.013169780216002297
INTC,0.8526591283280066
ICE,0.002496178002140726
IFF,0.7370998444243649
IP,0.7966210083204086
IPG,0.015493184643273138
INTU,0.15779157712754704
ISRG,0.48218094623579794
IVZ,0.841833047097477
IPGP,0.8797256459817157
IQV,0.36021034279292086
IRM,0.6238209509383276
JBHT,0.22555212644495845
JKHY,0.29575740354771796
J,0.002086272517916802
SJM,0.3777955908549948
JNJ,0.2596647126937498
JCI,0.2752962113032911
JPM,0.49061150002928
JNPR,0.6717031316064962
KSU,0.504586955977949
K,0.28725127048493254
KEY,0.08295799293314901
KEYS,0.06711001656126063
KMB,0.056935023082389985
KIM,0.8082285181952308
KMI,0.16309325056902285
KLAC,0.0694254541948633
KHC,0.07868459884222889
KR,0.7226250985265505
LHX,0.22885573182177013
LH,0.3572407381055053
LRCX,0.3559420293178085
LW,0.2129960125739502
LVS,0.43751772841982495
LEG,0.9626346395689145
LDOS,0.004342669814839183
LEN,0.43600634519444986
LNC,0.0322741970622158
LIN,0.10299851772999875
LYV,0.4550608435699103
LKQ,0.02207443406141521
LMT,0.4770957157742791
L,0.8840772585861512
LOW,0.07470890931512236
LUMN,0.5904260304266127
LYB,0.11822077289317448
MTB,0.7256074403011167
MRO,0.9047708796160141
MPC,0.8569960568860859
MKTX,0.9098636883621739
MAR,0.862818823818629
MMC,0.3469286851410663
MLM,0.013636999206372383
MAS,0.10841842217342272
MA,0.15673665185385025
MTCH,0.8592571075632672
MKC,0.6543480867559797
MCD,0.17873007207074926
MCK,0.9232857791607338
MDT,0.7713852773833337
MRK,0.4069595204650328
MET,0.6512249686025203
MTD,0.2304378925162381
MGM,0.027035677503154762
MCHP,0.07397339832138757
MU,0.005142911813956278
MSFT,0.0018362346038202561
MAA,0.2900139914763804
MRNA,0.5798032050631956
MHK,0.867730786449818
TAP,0.07520122692007661
MDLZ,0.17145608771762497
MPWR,0.0010552530025105386
MNST,0.5632881822261755
MCO,0.5484705751024798
MS,0.22227323242737354
MSI,0.005472055204742228
MSCI,0.4554675754755578
NDAQ,0.24831256873394478
NTAP,0.08171599705702126
NFLX,0.514600242642865
NWL,0.686551504000524
NEM,0.41956949149280115
NWSA,0.7549324041207587
NWS,0.5460299611351974
NEE,0.005896061286259664
NLSN,0.01246382437992927
NKE,0.5061543120380926
NI,0.7911212048907302
NSC,0.009627141926755947
NTRS,0.03469799539306975
NOC,0.7125498721357831
NLOK,0.0037936826869549634
NCLH,0.8136661701346771
NRG,0.1148113445870155
NUE,0.649050183836386
NVDA,0.03972837908211518
NVR,0.13372926575788643
NXPI,0.2947716867424394
ORLY,0.561903530892383
OXY,0.7538918306402779
ODFL,0.0437055005449309
OMC,0.14972834301033297
OKE,0.7040783676679225
ORCL,0.31234441036103516
OGN,0.3265373618961913
OTIS,0.628020933984085
PCAR,0.061169443821835895
PKG,0.40877441261152064
PH,0.16216657095908804
PAYX,0.6144294722231407
PAYC,0.4072100819440198
PYPL,0.9597234808460092
PENN,0.8771192629997362
PNR,0.6408587333886665
PBCT,0.781093374822873
PEP,0.7168624315133759
PKI,0.024829505938802468
PFE,0.5155094870510972
PM,0.004275973715929334
PSX,0.2986359438902537
PNW,0.16372719266354283
PXD,0.9120572469256332
PNC,0.049603515692342906
POOL,0.10820833494925576
PPG,0.6329174641082379
PPL,0.006425402134708216
PFG,0.6330085617035419
PG,0.6797884082827248
PGR,0.7460619152314727
PLD,0.5036924903194248
PRU,0.44969714050813203
PTC,0.9024336041196646
PEG,0.7950129096028992
PSA,0.6477234211685308
PHM,0.48901398112843475
PVH,0.6346689467624008
QRVO,0.9790536654819756
QCOM,0.06674502076731549
PWR,0.4879102781230357
DGX,0.021736191744164465
RL,0.20279730070907429
RJF,0.6092236034796904
RTX,0.6084318270066524
O,0.03667105596905612
REG,0.1554822820782179
REGN,0.47033461881297306
RF,0.20428934159947917
RSG,0.4827641625988041
RMD,0.4819778400476629
RHI,0.2749752496011823
ROK,0.2751304821763891
ROL,0.3476977060459401
ROP,0.4132698501891615
ROST,0.866218240676718
RCL,0.29627701231538806
SPGI,0.27568873152992446
CRM,0.48314895751451387
SBAC,0.0031890773464558824
SLB,0.745071119788618
STX,0.03593867148006335
SEE,0.6706890444215096
SRE,0.5156963836590546
NOW,0.26435028253826504
SHW,0.10824570816787538
SPG,0.0014505871003616304
SWKS,0.9537261770675605
SNA,0.49227286106615387
SO,0.6904856259179016
LUV,0.709294573717814
SWK,0.8273624885442794
SBUX,0.8234037207436085
STT,0.08011459398852405
STE,0.6292219755684801
SYK,0.34929404117197094
SIVB,0.06727815620036086
SYF,0.73739912484597
SNPS,0.026552020126191442
SYY,0.5477264459559337
TMUS,0.2897942818661713
TROW,0.7778185949529598
TTWO,0.4295448810722173
TPR,0.6126630624146125
TGT,0.6405589233845482
TEL,0.1353299644465536
TDY,0.004524864468694409
TFX,0.7736196833683302
TER,0.0461648913909935
TSLA,0.30901320657261777
TXN,0.635885301240412
TXT,3.031967981468791e-06
COO,0.30672069857705175
HIG,0.4633414159188025
HSY,0.8599061489890476
MOS,0.7870562479142963
TRV,0.7891949039102762
DIS,0.8941003799106719
TMO,0.07803054593032589
TJX,0.25206050335008856
TSCO,0.4016285639358411
TT,0.6477858326545877
TDG,0.08552077785001556
TRMB,0.6474295735008885
TFC,0.01463666133163127
TWTR,0.7460147696724326
TYL,0.3338769957434566
TSN,0.8663504669825245
USB,0.2900355198011806
UDR,0.11143047410469194
ULTA,0.45441657602118474
UAA,0.569977862373814
UA,0.5877325382082648
UNP,0.4670017037975621
UAL,0.3671472917382598
UPS,0.005385277525827297
URI,0.06941718446063429
UNH,0.8841944504288554
UHS,0.26632594058120274
VLO,0.674535901213259
VTR,0.006391261887651138
VRSN,0.1852083309981923
VRSK,0.043930550895579214
VZ,0.6554386978237237
VRTX,0.7495757058971
VFC,0.8544275740356997
VIAC,0.8541978809623009
VTRS,0.5053232785980176
V,0.6102529552462449
VNO,0.30293265109876094
VMC,0.00018974617502043504
WRB,0.8745573411820811
GWW,0.507859862636865
WAB,0.4397010616634269
WBA,0.25907176629436923
WMT,0.035872124833770065
WM,0.2580089751378565
WAT,0.663454527277856
WEC,0.40345006155606067
WFC,0.09722218527056117
WELL,0.3090982536859061
WST,0.17432869851346403
WDC,0.5987677298633663
WU,0.7000559216817996
WRK,0.37401037970705814
WY,0.8276199725465019
WHR,0.5374419178975306
WMB,0.7936279057279769
WLTW,0.23315193415391702
WYNN,0.8043992022681393
XEL,0.36822001665855414
XLNX,0.8041178375101686
XYL,0.7309320518286384
YUM,0.12284248257298283
ZBRA,0.5557392283330822
ZBH,0.8625366384284001
ZION,0.30785146132313607
ZTS,0.11273495273180907
