ticker,beta
MMM,-0.28689742316346634
AOS,1.2063400266393853
ABT,0.7831099550986333
ABBV,0.3146809561506959
ABMD,0.5099857330795323
ACN,1.4789217525260028
ATVI,-1.39140162174855
ADM,0.15186385510071782
ADBE,0.4933748565407111
AAP,0.913153536090664
AMD,3.73627721628245
AES,-0.09619894766187573
AFL,0.459620867584492
A,0.36702123688894994
APD,0.332458032964624
AKAM,0.007977486054081412
ALK,-0.40395634997613317
ALB,2.0692330241317958
ARE,0.8308439537164852
ALGN,0.6245744315124299
ALLE,-0.15290205649947336
LNT,0.07638132980029536
ALL,-0.6087662577828205
GOOGL,1.027079306204523
GOOG,0.8671314166506978
MO,-0.2552760429100668
AMZN,0.1654415824962781
AMCR,0.03291783901127731
AEE,0.13521415185086536
AAL,-0.49292802194017776
AEP,-0.11511148889862367
AXP,0.09493235841959533
AIG,0.8963040150805306
AMT,-0.09686867193882039
AWK,0.5211041465344198
AMP,1.2582073482515466
ABC,0.19692834047813346
AME,0.4382183943446428
AMGN,-0.6500145638858704
APH,1.1900474678062434
ADI,0.3864480011243631
ANSS,0.9551583515484018
ANTM,0.4460828649741331
AON,1.1442621668353647
APA,0.8696552572475198
AAPL,1.1363824279089598
AMAT,0.8264074795350883
APTV,0.7217527742541224
ANET,2.4924580675660084
AJG,0.8247537645080749
AIZ,-0.14035105657786665
T,-0.4646609231367096
ATO,-0.09445988345464994
ADSK,0.22397174678556236
ADP,0.892917178836042
AZO,1.409005223632413
AVB,0.8685998815661717
AVY,0.3103424826378679
BKR,0.04331913915717873
BLL,0.7283649512198985
BAC,1.039274109589305
BBWI,-0.8399322175997104
BAX,0.10976426458481726
BDX,0.01733349278959665
BRK.B,0.30040467047926195
BBY,0.35977834145539367
BIO,0.8268667273224107
TECH,0.3540342787468131
BIIB,-1.0872680565972448
BLK,0.5352213327811735
BK,1.2141533340837447
BA,-0.06589607399368684
BKNG,0.301558541665278
BWA,-0.04513716432920812
BXP,0.15081214621174654
BSX,-0.09501068688442492
BMY,-0.6960733190772169
AVGO,1.258582087387517
BR,0.47617059742592405
BRO,1.4438031722081868
BF.B,-0.08045689420310517
CHRW,0.3481901197194336
CDNS,1.630332374203973
CZR,0.0935827437713925
CPB,-0.4329137711239091
COF,0.01072969546306165
CAH,-0.708088949753131
KMX,0.5576281724212487
CCL,-0.4348747922348081
CARR,0.9208319966718975
CTLT,0.5835584915183588
CAT,-0.1031351124467842
CBOE,0.5845044481023621
CBRE,1.1832716468829039
CDW,0.708043106659059
CE,0.4848015118507064
CNC,0.2737982028038736
CNP,0.23642825595418562
CDAY,1.0643379754140962
CERN,0.061958201109539805
CF,0.9183518214772328
CRL,0.21933403765464454
SCHW,1.28052684095559
CHTR,-0.1732537284198191
CVX,0.18611989974048931
CMG,0.6463780943532317
CB,0.7497367757366679
CHD,0.7282907259873916
CI,-0.462279616996929
CINF,-0.004049148776908384
CTAS,0.8250023069900011
CSCO,0.72130564993602
C,-0.08925256750563614
CFG,0.7276402945934851
CTXS,-1.129980967939503
CLX,-0.06906847691649352
CME,0.5308669840607319
CMS,0.055255413285774616
KO,0.0860046466203593
CTSH,1.1849684398024218
CL,-0.08148411927867993
CMCSA,-0.34865571554748087
CMA,1.4673495557327152
CAG,-0.36255464829324596
COP,0.6375964213107501
ED,0.2590036755689954
STZ,0.1450534931878903
CPRT,0.6679221706005349
GLW,-0.23945495498524969
CTVA,0.13150676155900803
COST,1.829611698650919
CTRA,1.4972401841497256
CCI,-0.16943083637290016
CSX,0.8400188482586223
CMI,-0.17470419931116563
CVS,0.9319856225330675
DHI,0.9494450029255873
DHR,0.9129514906437848
DRI,0.22081056593063497
DVA,-0.42198206566893925
DE,0.2530927788314892
DAL,-0.3967008136869998
XRAY,-0.4531147561067785
DVN,1.6085930402212987
DXCM,1.8983474382246976
FANG,0.9796030345283011
DLR,0.4671150822558604
DFS,-0.048650043556388564
DISCA,-0.6747396006921192
DISCK,-0.5396108892052374
DISH,-0.4627306111523882
DG,0.16158097441291983
DLTR,1.4655424330832358
D,0.012620417541142862
DPZ,0.7853595571577983
DOV,1.044914408989663
DOW,-0.5234623658064278
DTE,-0.054659593033663585
DUK,-0.04340735557732636
DRE,1.2774121537973058
DD,0.350624021870622
DXC,-0.8670441669436608
EMN,0.17004817218601462
ETN,0.888686108362148
EBAY,0.3562168195920612
ECL,0.6395945369241066
EIX,0.6245008587310702
EW,0.8473985654670534
EA,-0.34445913661701655
LLY,0.44802835597063534
EMR,-0.018000912541632167
ENPH,1.2983698745782006
ETR,0.07068007881784291
EOG,0.15253476930727472
EFX,1.0972023781393596
EQIX,-0.012408924703176831
EQR,0.6544949889958153
ESS,0.6949297601003019
EL,0.7969386322299438
ETSY,2.112840904548275
RE,0.5069200884664892
EVRG,0.21755608408910665
ES,0.19336731109367614
EXC,1.0959165673827123
EXPE,0.6556760342743819
EXPD,0.1507216984163398
EXR,1.394488387401877
XOM,-0.26655680005929344
FFIV,1.472171810716551
FB,0.18576177848709685
FAST,0.9506255969627544
FRT,0.6515599392243373
FDX,-0.5671699459331568
FIS,-1.0240299076272938
FITB,1.062356597095547
FRC,0.763728850438607
FE,0.26821333165661115
FISV,-0.17204106694109014
FLT,-0.5353161273098991
FMC,-0.20513520676799954
F,2.6395294771540216
FTNT,1.8283531928878272
FTV,0.5502262401827481
FBHS,0.7129970790380952
FOXA,0.3987627838724378
FOX,0.3004605011103613
BEN,0.6363029604564419
FCX,0.5707778824323657
GPS,-1.3647181385531184
GRMN,-0.08891755725481894
IT,1.6932054938841397
GNRC,-0.17910568471993252
GD,0.26032804014044514
GE,0.05794950644391338
GIS,0.3202875464173548
GM,0.547638273746415
GPC,0.309176169048968
GILD,0.20125575511864488
GPN,-1.3670915141850914
GL,0.004304230736575291
GS,0.48075415481190686
HAL,-0.2079416312468444
HBI,-0.024165068383811376
HAS,0.26915279007146853
HCA,0.8472643378597148
PEAK,0.25419025179431465
HSIC,-0.09973576377527012
HES,-0.6242870667093396
HPE,0.4373838834436923
HLT,0.8519314363195581
HOLX,0.3566212033407616
HD,1.4787537172710108
HON,-0.09116324781208843
HRL,-0.15856719402033131
HST,-0.1302494142843461
HWM,-0.3605687587758657
HPQ,0.9391271716594337
HUM,-0.1774465113141432
HBAN,0.8233587249574279
HII,-0.48472266343572196
IBM,-0.622377781415098
IEX,0.4284954392701989
IDXX,0.15520802663263245
INFO,0.7769735417988018
ITW,0.4996804181931144
ILMN,-0.5397886629879253
INCY,-0.7369656887711507
IR,1.3642377279849764
INTC,-0.19549413991606276
ICE,1.0668091463124882
IFF,0.09933664177031146
IP,-0.9846205118356455
IPG,0.6383652293682232
INTU,1.7561432184451817
ISRG,0.9220833197392088
IVZ,-0.17129223193794044
IPGP,-0.6518027698882081
IQV,0.5214640445361879
IRM,0.33346358950152394
JBHT,1.269287947752167
JKHY,-0.28916339675634556
J,0.28185120641683203
SJM,0.139045467833021
JNJ,-0.07125069341808814
JCI,1.0863851355815635
JPM,0.48018240763060305
JNPR,1.1067910066821565
KSU,0.4847115508520598
K,-0.13762483231750383
KEY,1.1010643674899463
KEYS,1.5609312452653954
KMB,0.13804168527541902
KIM,0.7178867873926811
KMI,-0.5489228300975783
KLAC,1.5884852899192723
KHC,-0.5393765943928713
KR,0.5961112803659006
LHX,-0.1258433212119986
LH,0.46707326855500286
LRCX,0.5090975048004559
LW,-1.160723622779194
LVS,-0.9082480635599517
LEG,-0.6764000681754407
LDOS,-0.6550844266300988
LEN,0.9343542782721899
LNC,0.8338749864212573
LIN,0.7203891788892924
LYV,1.867594011657933
LKQ,0.8925146784640163
LMT,-0.5375048539771381
L,0.203452259093591
LOW,1.6945511017020443
LUMN,-0.10179023753233649
LYB,-0.5020568225986259
MTB,0.44699398935448126
MRO,0.34248328658412125
MPC,-0.15109673192259013
MKTX,-0.5246275296857316
MAR,0.5099868513859924
MMC,0.9528046460953569
MLM,1.2600872783864483
MAS,0.9369372480759314
MA,-0.31917615678386796
MTCH,-0.4852571574845716
MKC,0.1172175097604963
MCD,0.4876912570760782
MCK,0.5195509271185663
MDT,-0.47839316124499925
MRK,0.006188063621273032
MET,0.2718418485934428
MTD,0.7047686515351559
MGM,0.5783433978998044
MCHP,0.8440229176379141
MU,0.5219412528685377
MSFT,1.292873420294877
MAA,1.2315276741888275
MRNA,0.3474998605544441
MHK,-0.2092646054286672
TAP,-0.5760048557348814
MDLZ,0.05873321153949109
MPWR,1.8394538131401377
MNST,-0.09672668013099593
MCO,0.5107029596739058
MS,0.6549787042494017
MSI,1.054347795952618
MSCI,0.9784401525423378
NDAQ,0.9622113513943563
NTAP,0.75612806798214
NFLX,1.6987199905695756
NWL,-0.6471836949909686
NEM,-0.39715530611732286
NWSA,-0.2660203756391194
NWS,-0.0014258112684690351
NEE,1.0174760287807734
NLSN,-0.8322363473194374
NKE,0.8769976320530719
NI,0.08401787062257264
NSC,0.5844725979295501
NTRS,0.5262106959546256
NOC,-0.11613201060239771
NLOK,-0.19507631628558916
NCLH,-0.5779095799952634
NRG,-0.3484977057945995
NUE,0.6619993718859919
NVDA,3.384052852439053
NVR,0.8441990121435593
NXPI,0.6807742575000754
ORLY,0.9067667611930201
OXY,-0.8737569884349544
ODFL,2.1036656366382314
OMC,-0.377511565429529
OKE,0.5078741033254327
ORCL,0.7733923048364711
OGN,0.0420406804739148
OTIS,0.21211223414502128
PCAR,0.11833857064721769
PKG,-0.25083056164158185
PH,0.46891161802389714
PAYX,0.885849236224606
PAYC,1.1250132085670732
PYPL,-1.2625773961902373
PENN,-1.0804967416295312
PNR,0.6843585457572946
PBCT,0.5543078184916872
PEP,0.568602396854811
PKI,1.1630011843681003
PFE,1.7232750755965929
PM,-0.41329405447379663
PSX,-0.6095343608869747
PNW,-0.9367715229026107
PXD,0.4195613021307602
PNC,0.7303133472636085
POOL,1.2716847224199788
PPG,0.12665789191124108
PPL,0.11326636226871462
PFG,0.756215943976308
PG,0.6679691038436351
PGR,0.01798971968656945
PLD,1.5208522873755026
PRU,0.49467119832591533
PTC,-0.7325033992808562
PEG,0.2500079691739529
PSA,0.8211515214591094
PHM,0.24794111224412002
PVH,0.5301583068051025
QRVO,-0.6249319967911173
QCOM,1.6377909525353969
PWR,1.0755009297654923
DGX,0.8567844641224615
RL,0.37779418276384596
RJF,0.8996839592731214
RTX,0.00572668625827698
O,0.18082865264043588
REG,0.7657000443620722
REGN,0.6277426104065607
RF,0.9278252316899342
RSG,1.014689147440805
RMD,0.3760326731541519
RHI,1.589829044597157
ROK,1.3894807742900628
ROL,-0.19489669627536926
ROP,0.13325597748418236
ROST,-0.19237945885643454
RCL,0.13179321045329848
SPGI,0.8990233327281435
CRM,0.9099313796074842
SBAC,0.4249116134033708
SLB,-0.1957105197572972
STX,1.136163755671707
SEE,0.7334804511594978
SRE,-0.41747765782090024
NOW,1.0498069298998616
SHW,1.1375796828397327
SPG,1.5238645587380104
SWKS,-0.4211265272364881
SNA,-0.17400937015709386
SO,0.06966737778120365
LUV,-0.6477866981408823
SWK,0.020380197883065478
SBUX,0.09744326878720892
STT,1.1252327012739014
STE,0.6518095194121243
SYK,0.14913755740665305
SIVB,1.661666098822159
SYF,0.22534552347098868
SNPS,1.3738468967723407
SYY,-0.026054586106451352
TMUS,-1.1380475647387787
TROW,0.34756259428564784
TTWO,0.285171894163416
TPR,0.25014648483604895
TGT,0.23115791003094915
TEL,1.0508496634349644
TDY,0.1903175318158169
TFX,-0.7807582055187424
TER,1.3404557218223203
TSLA,3.776786888248067
TXN,0.11459497771461184
TXT,0.7670668944590754
COO,0.304633536902761
HIG,0.5372417388531389
HSY,0.14608240811595333
MOS,0.5070645783131079
TRV,0.14100143408426236
DIS,-0.3121661003878367
TMO,1.4108568244704078
TJX,0.5322211049157499
TSCO,1.3278907834283735
TT,0.4830784068024501
TDG,-0.11781745436536813
TRMB,0.40397599348299534
TFC,0.8847951782693441
TWTR,-1.6605475870394797
TYL,1.0076789798422394
TSN,0.7292164268238773
USB,0.3199619183272828
UDR,0.8600192873510929
ULTA,0.7342295617581874
UAA,1.2140524461868551
UA,1.0119272175292773
UNP,0.7656976018638284
UAL,-0.4937036584049639
UPS,0.25352279071049544
URI,0.8384234241595201
UNH,0.6825107112694383
UHS,-0.6048933436027023
VLO,-0.7294505111997817
VTR,-0.6228840191884918
VRSN,0.6003560797076193
VRSK,1.3948406439907102
VZ,-0.30391880161712737
VRTX,-0.009243251299345407
VFC,-0.04232621051761329
VIAC,-1.2423585649806963
VTRS,-0.06277994339199741
V,-0.5394544144109452
VNO,0.004427636610308197
VMC,1.0087403781926063
WRB,0.12496071059389693
GWW,0.6000991632401182
WAB,0.6985154420266583
WBA,0.21684410300598367
WMT,0.2764035632415991
WM,0.6980054202417393
WAT,-0.18665173215602426
WEC,-0.034668202921098935
WFC,0.8960435494138901
WELL,-0.005516109149822069
WST,1.234975509723052
WDC,-0.6084906414412192
WU,-1.0352160435074689
WRK,-0.5761442583295557
WY,0.6451149363060077
WHR,0.38337088133147834
WMB,-0.09550778767941794
WLTW,0.0870600285371512
WYNN,-0.812046863142767
XEL,-0.16762355473079657
XLNX,3.284076596230686
XYL,0.3773573630011236
YUM,0.592339366059304
ZBRA,1.0145691880865841
ZBH,-0.8798200943235689
ZION,1.3692223140088389
ZTS,1.0810440927749196
